Date,C_BMW_return,C_BMW VZ_return,C_Dom Development S.A._return,C_SpareBank 1 Helgeland_return,C_Føroya Banki_return,C_Sandnes Sparebank_return,C_Totens Sparebank_return,C_Aurskog Sparebank_return,C_Lollands Bank A/S_return,C_Møns Bank A/S_return
2018-01-24,0.0002459214147220454,0.0017940997292608734,-0.0024792129901790735,-0.004852164396984768,-0.002574913205683636,0.0017180110861103872,-0.0005810976975055148,0.0007081106602674701,0.0002894188489484527,0.0007845433735114546
2018-01-25,-0.0008134243555581529,0.001539543032078385,-0.005097850383334759,-0.005500894726969942,-0.006473711508003281,-0.0015936839249396499,-0.0010900414911374674,1.8754584739334593e-05,0.0007653794966398372,8.643850839744883e-05
2018-01-26,-0.002744127710021739,-0.0013676323155781436,-0.0013363177803157546,-0.00350629065204034,-0.001562194748251311,-0.005371263451951254,-0.0012310787376393875,0.00014200186386009272,4.6958155756060766e-05,-0.0019636426315813326
2018-01-27,-0.00665980390611986,-0.006577781681844394,-0.002990727281290317,-0.0025191147583486125,-0.0022551261331327623,-0.005752052639676728,-0.0008385086590505463,0.001864245458226952,0.0016305575516882124,9.138007221509404e-05
2018-01-28,-0.006561450648225634,-0.004147844085055784,-0.0036656381405785147,-0.002380187763655011,-0.008078892420397787,-0.004474118249674735,6.556692082564214e-05,0.002435899138743005,0.0013118592164524496,-0.002990873399916751
2018-01-29,-0.005177494971014564,-0.0026239049941512885,-0.0024607885546031943,0.004884646542418284,-0.008363375612543432,-0.004960395115338291,0.001597848679087638,0.002435899138743005,0.0010217744091605252,-0.0019733378525420326
2018-01-30,-0.0030245891132019967,-0.0010458012696302212,-0.00242862591933188,0.0036052334515155903,-0.007812573480338134,0.0030769125008246663,0.0004549332629298304,0.0018545377034471212,0.00034694043785190383,-0.0019733378525420326
2018-01-31,-0.004413690748975508,-0.0038100529095553746,-0.002636286280890873,-0.006589587898878336,-0.0038720189708089854,-0.0025954809768429835,-0.0017062274797816864,0.0018545377034471212,-0.0005599216820895746,0.0018545302305771993
2018-02-01,-0.0064153971368374795,-0.00463007925367783,-0.00406846955310338,-0.005724469416915788,-0.008034620954840609,-0.007667546648196441,-0.0010509473441260389,-8.485792311442998e-05,-0.007911352106804057,-0.00477531160096784
2018-02-02,-0.004653833308294408,-0.003366640686866477,0.0029363343236295776,-0.005452573660472564,-0.0011110313057526699,-0.002743758252778458,-0.0026277429112033794,0.0006256931698916533,-0.0012799583776809,0.001516952515383196
2018-02-03,-0.006493130813711751,-0.004505103803807013,0.003137196158365863,-0.0012094675177560465,-0.004261182413441271,-0.0031546559005259803,0.00016353354133127288,0.0018726847927734414,-0.0031009345356709,-0.0009353518531383638
2018-02-04,-0.007964710833628161,-0.006923672227797392,7.513332118290787e-05,-0.0012166745213512211,-0.008373641529547168,-0.005739398241627632,0.0009696225673334465,0.004690827706362276,-0.0014092628992787538,-0.0019423157642719491
2018-02-05,-0.00644793370178933,-0.004430232529944989,-0.0028271153862996553,-0.003201938528518777,-0.006020572111830296,-0.0052233832008320635,0.0022695993322900403,0.004690827706362276,0.002904463399898614,-0.0037500788640315503
2018-02-06,-0.004632762791741271,-0.0034174046279164872,0.00019167644347205866,-0.0025508001581679824,-0.003611247158200639,-0.0010848259616468062,0.002652204116854071,0.004208792884691176,0.007768694741338697,0.0026092943661799937
2018-02-07,-0.0032864466497256944,-0.0034672553502067254,0.0029687995674955872,0.0005253876773193503,-0.003021431762424985,-0.0018321365052475554,6.556708288225869e-05,0.002160940400810532,-0.005461989889132943,0.0021878983900368385
2018-02-08,-0.0044858154054470654,-0.004236718157593759,0.001787925007921725,-0.00012553467180034241,-0.00181994997973053,-0.008061120309709274,-0.0012557205851813865,0.0018497366947832915,-0.00017089261634623508,0.00010245055143818743
2018-02-09,-0.0004506175753328293,-0.00023433087891620342,0.011712298644819399,-0.0008395322100921091,0.0028450056270400256,0.00015230859483782654,-0.0007405219431199149,0.00028145453431797267,-0.006825236895077325,-0.00276105093243297
2018-02-10,-0.0015487474539329989,-0.00020624231976828144,0.011245673413847444,-0.0017254524948740412,0.0019407258958256135,0.0029229936193070636,0.003594829755499903,0.000760884583528779,-0.004920154483477155,-0.002008892256675991
2018-02-11,2.4731825779805963e-05,0.0005115844224932416,0.010685488023884505,-0.00120907678284657,0.00559673695680851,0.0003614422127702275,0.008804722922838973,0.003531534587048829,0.0023660763543636347,0.0021774349349192065
2018-02-12,-0.0018329780272239346,-0.00171437044295678,0.004238467845798407,0.0007548404740949415,0.0034347083037615253,-0.0073571184990815965,0.008804722922838973,0.002388236403605995,0.0010075574620187324,0.0021774349349192065
2018-02-13,0.0005348948524832613,0.0005263703272628622,0.0020699508423734784,0.0007548404740949415,0.0031477265456305676,-0.0066689121299269224,0.007011173593851962,0.002388236403605995,0.0012168829658100056,0.0021774349349192065
2018-02-14,0.0005184563387944937,-0.0006538159668481652,0.0028555155394635896,-0.0009512518922607364,-0.0007211802655520284,0.007834600868043247,0.005353480495724543,0.00012674922497158672,-0.0030279845338378147,0.0011191980051572536
2018-02-15,-0.0007516471909350538,-0.0015366030226809549,0.0037022600318344983,0.0003127227848608844,0.002224013043926129,0.005889689083405597,0.0023703024240611615,0.00012674922497158672,0.0045214006537276485,0.002156685161578962
2018-02-16,0.0002721658267138855,-0.0009173548671975549,0.005734452739062495,0.0008296017978382691,0.001143247544839326,0.0007716250009356876,0.000748613690354104,0.0017863622072605008,-0.00978384627010415,-0.003760745910068181
2018-02-17,-0.0008812634324599481,-0.0012856697769881918,0.005426021877835669,-0.00020677735769430322,0.000762096052057931,-0.0011579472087689898,0.0013550701843081455,-0.0014801957206748274,-0.010681563803690938,0.00013786272621954318
2018-02-18,0.00046333605235941233,-0.0013865544140045701,-0.001320518350180986,0.0014456184337309662,0.003767318454445875,0.00014165362144477367,0.00369659357647917,-0.0020424870162302723,-0.00572682893476127,-0.0008840685624593489
2018-02-19,-0.0006359016030650106,-0.0019180444711066834,-0.005100199780637983,0.002849682300075172,0.002413436667251232,0.0037708241949493656,0.004917797483498022,-0.0020424870162302723,-0.0022540211790435505,-0.0008840685624593489
2018-02-20,0.0007861783103119864,-0.0009080667447918541,-0.004911333915458015,0.0030763973570305716,0.003340938942676464,-0.0009576175170507892,0.003916967061795806,-0.0020424870162302723,-0.006350121415677434,-0.0036914228782637623
2018-02-21,5.0449523117040724e-05,-0.0014349749422553587,-0.005929106813888532,-0.0030399229327259768,0.0030218429737341006,-0.004911712081916125,-0.0029260644560078013,-0.0017489052109269324,0.01383468060374628,0.006424002575860636
2018-02-22,-0.0009070080210122418,-0.0005833949668287708,-0.003628910849969769,-0.002005506109300892,0.003052884686621619,0.0001539904872887822,-0.0019515161305699883,0.009668041865154521,0.005216826558303363,-0.002455066145991971
2018-02-23,-0.0021477018199839047,-0.0024449579337339133,-0.00466417274902904,0.0002549320299348632,0.0012416737529008142,0.0018617235468673314,-0.001666705059996732,0.009707116466121891,-0.014310783393535352,0.002624250166064139
2018-02-24,-0.002542627693123506,-0.0008821408605628061,0.00014287761999324296,0.0007656635171811541,0.0041542254037980715,-0.0010271002577585974,8.261263541555375e-05,0.003087792155321115,-0.007605020107057254,0.0012221189788419445
2018-02-25,-0.003940118631927466,-0.002747736860014193,-0.0027348392845466694,0.0014310343019107,0.004884645180627061,-0.004732334544701234,0.0017657992574334944,0.008142157037078932,-0.0061414677755527326,-0.004520229700803771
2018-02-26,-0.004461172779339643,-0.00275801798720857,0.002540508786248265,-0.0005760597819576025,0.004350595772003407,0.0004406414151385433,-0.0005733703218100406,0.003800959361221249,-0.0010729567547613928,-0.004301477712543083
2018-02-27,-0.005263222984345631,-0.005327585843081211,-0.002932671820793545,0.0011186593253643174,0.003176008131301919,-0.004461415344735933,0.0013553434215640512,-0.0009807584579830876,0.004964407742254361,-0.007453211225886806
2018-02-28,-0.004212631614420661,-0.005183268397247262,-0.0020658541543738043,0.0008993268141802231,-0.0029956670355423473,-0.003667377149833007,0.0017394995546609281,0.007486292421618964,0.004991203253023173,0.0029607489277213204
2018-03-01,-0.0018072719709906076,-0.0006582499232687143,0.0015632555771923852,8.2117864245529e-05,-0.0006949009516465788,-2.914633027956029e-06,-0.0005684819874022492,0.018096359623238068,0.0010082450730246897,0.0032969189784064915
2018-03-02,-0.0002176287186276616,-0.0014324150489445422,0.003071547405194737,-0.0022836108386076574,0.007602262090414762,0.0015803425776333953,-0.00032486093336944456,0.009239621840958199,0.001888593296362731,0.010379593633488856
2018-03-03,-0.0023018339198127265,-0.003590314207133746,0.005461667097928597,-0.002063079799073812,0.007064168180708011,0.0014142209853405196,-0.0007984350573641246,0.008935098406379585,0.0007877027100951839,0.003838648240673113
2018-03-04,-0.003528251250888276,-0.006070740595800006,0.0029667516322321058,0.0007584167751366023,0.002445711872997935,0.00015587791687764226,5.631293264298739e-05,0.006097780216150863,0.002985430676405123,0.00015825618331183783
2018-03-05,-0.0019279279762504657,-0.0018908459429411873,0.004097397839520252,0.0007584167751366023,0.0011932919732649326,-0.003396245003548831,5.631293264298739e-05,0.004876028666730998,-0.002737378935958787,-0.00607205987946169
2018-03-06,-0.00023718613400793855,-0.0013123321541828356,0.0046317124270861,0.0007584167751366023,-0.0007857152471462222,0.0034563619032450814,0.0004481851915552426,0.008691064090261357,0.005108361449797236,-0.004338864703421253
2018-03-07,0.0010834906415301854,-0.0004331822293251826,0.0021714715138731523,0.0008426273843808541,0.0003873026245742885,0.002842196438968935,-0.0008834336861526699,0.008703582684733497,0.003653424320290415,-0.001082737542669346
2018-03-08,3.848049405039426e-05,-0.0012270754601831418,0.003602705397116237,0.0004039577915379484,-0.0010363965665916791,0.004146433570923399,-0.0033494271652396816,0.0007263238872330514,0.00684500565343428,0.003467290178836556
2018-03-09,3.156670112194269e-05,-0.001450206422695771,0.006154174278326737,-0.001988295707488754,0.004068668591727147,0.004558706676507554,-0.003110794891802864,0.004548176741829618,0.0019127737215201674,0.0038207428349279903
2018-03-10,0.002140350653039049,0.002945178977324546,0.006158763491512319,-0.0015448055591829918,0.006424414828256087,0.004832990810959817,-0.002003779657867063,0.006420173808477595,0.0023307637027005492,-0.0009455083787573563
2018-03-11,0.0024038976422196268,0.000293744754320016,0.003346366304344607,0.00010759023224227754,0.004695665387155447,0.009740259187566143,6.35630972477545e-05,0.005348550339205895,0.007898576512111424,-0.006226246183895611
2018-03-12,0.0009322408952497339,-0.0009229575768876346,-0.0018569210038390624,0.0035042178818709803,-0.0004409894747570589,0.005507002019515797,0.0006883650750491311,0.0013914202802692319,0.006250187033457134,-0.0044563517742016515
2018-03-13,0.0014708523008992158,0.0006118996806278675,-0.004047071817562309,0.0030655482890280744,0.0011313373610877674,0.005458676451839707,0.0017041148908455862,0.0019301702371074148,-0.004551507868162689,-0.00235843978115479
2018-03-14,0.0016753551489622522,0.001825321116353975,-0.0028375824484398126,-0.002002839949323975,0.000675211179590992,0.005961786380168128,-0.0006625465945334247,0.0014387896651093964,0.00746966790529714,-0.0036374352429818023
2018-03-15,0.0009592173891279294,7.168444893740388e-05,0.0017755846020226114,-0.0015593498010182132,0.000977455839432991,-0.00019456174911625915,-0.00010660109379590508,-0.0003354022769726261,0.0026902137760532806,-0.002701007551488191
2018-03-16,-0.0003363961711628479,0.0027662066373833434,0.004198782586410015,-0.0005687086786487957,0.0046499153794328195,-0.005219391524797285,-0.00199367816058333,0.0014054542527143477,-0.002540455890617859,0.004778406201889026
2018-03-17,-0.0013607049268958148,0.0013319779253985657,0.0028988664482231534,-0.0005759409853491954,0.0006618601278995993,0.001397610962979288,-0.0007583707395084285,-0.0013988057684919254,0.00237663731953118,-0.0001732861007688979
2018-03-18,-0.0006181058077278119,0.000944218099682976,-0.003979699104663527,0.0008317180433551122,-0.003305984020576514,0.010355550024015276,3.174584480437975e-05,0.0012862281481706857,0.006163872268286484,-0.003914444619974689
2018-03-19,0.0005942646143151254,0.0008348654986212424,-0.001934249851457922,0.006714018731550535,-0.001982060356901192,0.010355550024015276,0.009453859708655359,0.002199856169587256,0.016043115834450717,-0.016903996363283713
2018-03-20,-0.0012081620041764077,-0.0013530533874037427,-0.003071397929374695,0.013934386789408632,-0.005848506513594083,0.010050247222629486,0.017623441591805466,-0.0007876860682619594,0.01333430317524117,-0.0011977038278304284
2018-03-21,-0.0019223376534133318,-0.00014860264943770453,-0.003942923692337398,0.021495524329178364,-0.006966616715931462,0.013720626339519437,0.03119209047763801,-0.002554512515480656,-0.008216770370301746,0.014029340755208461
2018-03-22,0.00044884011027095864,0.0022007172807730156,-0.004127580836217888,0.023360624685638834,0.011205259937417687,0.006925184218750557,0.031235149023908268,0.00017081289215908752,-0.003890065320525378,-0.005202362872833856
2018-03-23,0.0014138049132749295,0.004537568723470835,-0.002868955837844635,0.019897458012284874,0.020429806445349696,-0.00942606110522277,0.030777714447935287,0.0008198250965971492,-0.013524950713811584,-0.00532327996290446
2018-03-24,0.005496355490316224,0.007750509169271286,0.005393330423040546,0.007411001770260261,0.01755644734703276,-0.0022878528748431237,0.022932775244118412,0.0028814923261274304,-0.0022591388382183827,-0.00836690104670925
2018-03-25,0.003030791709824048,0.005256459641668014,0.0027549318910756676,0.00023281616143342333,0.010777416043088444,0.009438162097828396,0.01618517177135219,0.0006799075458811403,0.0035527037853155066,-0.00625859332368626
2018-03-26,0.002021971630406315,0.002262370930750378,0.0034846311077005795,0.0019843954099846442,0.004053133003913166,0.01557820317758248,0.018026922514897504,0.0006799075458811403,0.015356107241115776,-0.009095045956180452
2018-03-27,0.0022625204094180434,0.00187929003084304,0.005323479347679725,0.01439418932195442,-0.009978627913624555,0.007959195413147914,0.02587409981066262,-0.000625018563568301,0.006217972922326212,0.005755414636128745
2018-03-28,0.005077502431304671,0.0051199316103502255,0.004766473224249443,0.02104383394293897,0.0029467287561382163,-0.0010987082533442769,0.03183510776832481,0.00015562191853327905,-0.007670302905579681,0.006007085225099938
2018-03-29,0.004446272278932842,0.004857634203148992,-0.007795999931411877,0.011024272206428164,0.011145215825993753,-0.0024072188393889724,0.018786501492558436,0.0012272453878049796,-0.0068937502721056546,-0.004035220191932283
2018-03-30,0.0016153017754649576,0.0033744044103095464,-0.008413916488873897,0.006668961794346953,0.010515066104220053,-0.0024072188393889724,0.009439238497452075,0.00013839459501477084,-0.007315626943576112,-0.0069311445458652135
2018-03-31,0.004867818315273029,0.0064236820139578965,-2.5758182226542676e-05,0.00014436571569600927,0.01051506610422005,-0.0013982968603459714,-0.0008432563070371073,-0.000962101567818623,0.001638050945556315,-0.012163672186047952
2018-04-01,0.004389565036773793,0.004752672211658975,0.001746255761163312,0.0008441362599416461,-0.0016550912573013571,-0.0034263217366597974,-0.0008432563070371073,-0.001506401069337423,0.002509996923294512,-0.002653234889538809
2018-04-02,0.004738142621371693,0.005230920678297677,0.002045799031066161,0.0008441362599416461,-0.002245854135196675,-0.0034263217366597974,-0.0008432563070371073,-0.001506401069337423,0.00162713936610051,-0.0005081549946875003
2018-04-03,0.0006959231960352423,0.001108832313594238,-0.0006011846835489469,0.005228661887489994,0.0037359704268466617,0.002257034146658792,0.0011886616582521283,-0.001506401069337423,0.0023097085568712446,0.003441511413598072
2018-04-04,0.0006847839839004697,0.0009145623280343595,0.00171433389887957,-0.0008825689992994302,0.0029932263054233232,-0.003328181153536442,-0.0012256374939899166,-0.00021528359269995545,0.004037457902529337,-0.0014480315206784286
2018-04-05,0.0028677080534620413,0.00262239396850791,-0.0008986277667206252,-0.003389730514347468,-0.006097113486167505,-0.007528415041299634,-0.002883230076456786,0.000858808668075685,-0.0006035876961580002,0.0038924934339781884
2018-04-06,0.0006929071323864065,0.0010314997252201508,0.0004260968482972343,-0.00024795291916096,-0.0076826920342591915,-0.0034903137727010877,-0.0021907227283735763,-0.0038603430127452164,0.00030212455149948017,-0.015905212763139963
2018-04-07,0.002127524838785107,0.003942978246322466,-0.0007370959777266706,-0.003494991155644834,-0.004649893206487113,-0.004830780628055003,-0.0017704465903377754,-0.0048140540767535964,0.0037368160228735564,-0.019634708728639073
2018-04-08,0.0035674513010271287,0.003315829776215672,0.005532000522170292,0.0037496512689651354,7.692237342017542e-05,0.0017668823944373257,0.0009877302936877664,-0.0042724498295741205,0.0028362129228122,-0.00762468577391031
2018-04-09,0.005776130596438034,0.004499662555225059,0.0027108482185679646,0.0019744182026836237,0.002161871483702874,0.00761395671076795,0.0007276145762144602,-0.0031835990367839124,0.00535239796599328,0.005046625614711288
2018-04-10,0.002899103836659543,0.00116819272956695,0.0007843434678121005,0.0017438109662756662,-0.0011811204471385052,0.0060881109417830715,-0.0004738367152404538,-0.0020831028739505186,-0.00464126831789659,0.0005278632804975986
2018-04-11,0.000545879680264687,-5.087404323720745e-07,0.0025807227675785937,-0.0016070366444056296,0.0008492724043920722,-0.009618506627132258,-0.00089055115978079,7.207795936208048e-05,-0.0024454041460444977,-0.001147932753709734
2018-04-12,0.003095589369684751,0.0023669430107815387,0.005665609479506659,0.0026745816531347517,-0.0012023753744438072,-0.0025053751633916967,-0.00089055115978079,-0.000514317977686985,-0.0020224305702119133,0.01862609917451665
2018-04-13,0.0013075603046745808,0.0011797761540536613,0.003692818461695868,-0.002515956318592084,-0.002648885169900813,-0.0004833480885321706,-0.00089055115978079,-0.0026361411961216205,-0.0018459699709644371,-0.01115760069869975
2018-04-14,0.0018965769166483068,0.003536044644635287,0.002295654464207191,-0.005633278645219207,-0.0017670271171454865,0.002774183416408313,0.0009717541803539736,-0.001499147284571243,0.0006487350054811948,-0.006037951410095415
2018-04-15,0.0013637136568301826,0.0022022674444795373,0.0011070619585829618,-0.0005027455210827245,-0.0011633150493584182,0.004952727676046504,0.0009717541803539736,-0.0026237149452193707,-0.0036704990540805836,-8.192754333919843e-05
2018-04-16,0.002036338336362787,0.004321913248679754,0.0008829211079961227,-0.00011269148583298782,0.0006417938722077451,0.005980115920985066,0.0009717541803539736,0.000816435684508261,0.0006142139997304019,-0.007225578548387936
2018-04-17,0.0017264532606366763,0.002081107282023088,0.0013914956456047077,0.005327956683479482,0.0024067874608952565,0.0015023826547940354,0.0009717541803539736,0.0006959156452798796,-0.0018239015941323203,0.008893637223388864
2018-04-18,-0.00046266927376274346,-0.00019258694921622484,0.0033499617218313233,-0.002796872375923657,-0.002370235415118837,-0.006451858996895382,0.0009717541803539736,-0.001104010047578361,0.008184866356861257,-0.002268855977680464
2018-04-19,0.00011275047657337349,0.00030708050759594753,0.0022492289900933682,-0.00032307830536829345,-0.00423539486437859,-0.0008614618739655764,0.0002828654094421847,-0.0023310241867411955,-0.009572072683195265,-0.004757216155141488
2018-04-20,-0.002909994151416913,-0.0023979606427640457,-0.0030224359484883993,-0.0021906196918700218,-0.002400440225106871,-0.0023639445828962696,0.0005514780423181725,0.000943444246828974,-0.0070785755681912095,-0.0036980009663440017
2018-04-21,-0.0004877415951547201,0.0011720825766276233,-0.0005504068015523058,-0.0035452639713570273,-0.0011626409385090207,0.0032621848750689617,0.0009717541803539736,0.002380699121111745,0.002732735991425328,-0.00683563400421007
2018-04-22,0.00039260797383436076,0.001009106196082739,0.0011570105423012915,-0.001271397232131719,5.2011791155571625e-05,0.00010773428532294163,0.0009717541803539736,0.0012856356955094595,0.0030228207987172523,-0.006057504778039104
2018-04-23,0.0008051382531553011,0.0008339364915512939,0.001464072246180516,0.0013280553499667655,0.0014734050357895166,0.002506529964972194,0.0009717541803539736,0.0013880822700816963,0.007386524193930459,-0.006319008325151851
2018-04-24,0.0006989700591445623,0.00019222564231481857,-6.059872887113687e-05,-0.003155626390265687,0.0024186418041672207,-0.0012133710522219026,3.6639123519878014e-05,0.00013056831930293746,0.007542123805329766,0.014189250735640821
2018-04-25,0.0034244332831302867,0.0025731151852280997,0.003562768699344882,-0.0004641919132994109,-0.0008588302804016197,0.000318894181140933,3.6639123519878014e-05,-0.0006541293367451357,0.0005397405710761847,0.0010113607561201671
2018-04-26,0.0030341181724059148,0.0017440959436150322,0.002823230519216825,0.004827747373730522,-0.0017488058424197897,-0.0004733270803800794,3.6639123519878014e-05,-0.0004117519834681922,-0.009263105074706766,-0.009908435622812779
2018-04-27,0.0006424006995764872,-0.0011715302360137216,-0.0031698902971735595,0.004729431370912291,0.0018583907571333934,-0.002558495308920983,3.6639123519878014e-05,0.000701554149688513,-0.002787510588023872,-0.009313177234427204
2018-04-28,9.539669237462224e-05,-0.00016614649433502045,-0.003387438051293311,0.004404564720081987,0.008465835759249668,0.0011248710913402196,-0.00089055115978079,0.002400797847924156,-0.001371307906647449,-0.009376383594381154
2018-04-29,0.000605329011233092,-0.0012150984790880483,-0.004812324687121905,0.0008476745222561799,0.010853007812679664,0.0011077080448126117,-0.00089055115978079,0.0012823419184462932,0.002468407632622346,0.0009650631693895275
2018-04-30,0.002305830060363511,0.0007372124731655486,-0.0019509254365930714,-0.00224040655572828,0.010231172704516768,0.00315036161183383,-0.00089055115978079,0.00013904003795416146,0.01079641434219162,-0.0012896675877008762
2018-05-01,0.0005128304104493628,-0.0008044915319273597,-0.003448741633277627,0.0001250479327851886,0.0063209067163573366,0.0015928515069345136,-0.00089055115978079,0.00013904003795416146,-0.004961722229177524,0.0015248451722366572
2018-05-02,-0.00039196684753166637,0.0005458448356039904,-0.0006449687222211573,0.00037481400132488444,0.004232661553839862,0.0023237030438461466,-0.00089055115978079,0.00013904003795416146,-0.004890439935799814,0.002377580616321691
2018-05-03,0.0006186618966700528,0.0014108842298405045,-0.0019931952474987152,0.0007566068709600165,0.000859360458966371,-0.0009061016733429442,-0.0011426056398568386,-0.0012017560477064423,0.005509843148751439,0.005514533513246844
2018-05-04,0.002028723571425488,0.0022224999596054443,-0.003185830256179148,0.002797080556887092,0.003224103398972034,-0.0002284713935819517,-0.002352088305270405,0.00036418175674322325,-0.005434803151619299,-0.005107834481053027
2018-05-05,0.0004862614860544033,0.001403543018057982,-0.0025523416011461473,-0.0011468211614951342,0.007282821983889328,0.0005376088139275559,-0.002768802749810741,0.0012281520801885372,-0.0008521613833347072,-0.003274629298454116
2018-05-06,-0.0003815333046671357,0.0014320701845486118,-0.005121542292321124,-0.0027132493513087343,0.006586682523334685,-0.0013122502520700329,-0.003720190543358628,0.00013904003795416146,-0.0014395001784494883,0.00012529399885858
2018-05-07,-0.0011837288263572253,0.00026733987212902504,-0.005270628559247558,-0.004812602797171957,0.003336732617534997,-0.0007995115670361173,-0.003720190543358628,0.00013904003795416146,0.00488403175676182,0.003213284095000521
